channelTotalViews,url,duration,date,title,numberOfSubscribers,channelDescription,channelTotalVideos,channelJoinedDate
166545068,https://www.youtube.com/watch?v=3Ws3nbNwz0w,0:11,4 years ago,M&S | Women's Goodmove,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=w4_fJGWCmOw,0:15,4 years ago,M&S | Goodmove,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=tsvQ8Ra52G0,2:06,4 years ago,Chris' Super Salmon Traybake | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=-aS93zgCpl4,0:31,4 years ago,Fred Sirieix talks Dine In top menu picks | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=kjSJBXonxmU,0:30,4 years ago,Tom Daley's healthy eating inspiration | Eat Well | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=U42dphtAvO4,0:31,4 years ago,This is M&S Christmas Food | Dame Helen Mirren | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=Q_kEfB1KzQA,1:00,4 years ago,Chris' Mega Melty Turkey Enchiladas | Chris' Christmas Turkey Tips | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=xGdjIA_Uj1Y,0:59,4 years ago,Chris' EPIC Turkey Ragu | Chris' Christmas Turkey Tips | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=kpghMDbW06g,1:01,4 years ago,Chris' Sticky Shredded Turkey Bao Buns | Chris' Christmas Turkey Tips | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=gGg25Q8fJlM,0:30,4 years ago,This is M&S Christmas Food | Eddie Redmayne | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=R7x1mtus76U,0:30,4 years ago,This is M&S Christmas Food | Chiwetel Ejiofor | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=9ZnHmTYFJUU,0:31,4 years ago,This is M&S Christmas Food | Gillian Anderson | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=pYMV2ZGzZaA,2:37,4 years ago,Rochelle Humes' favourite festive party food nibbles | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=kw3wGS0Y1xI,3:10,4 years ago,Paddy McGuiness' Christmas food picks | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=8cCV-QNPY6s,3:40,4 years ago,Andi Peters' Christmas favourite | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=yYgVTYqohyc,2:12,4 years ago,Tom Daley gives our Christmas food a try! | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=AmL1fTCgzEI,3:00,4 years ago,Emma Willis' Christmas essential is... | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=RPbg1vWRDP0,2:50,4 years ago,Rochelle Humes' Christmas favourites | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=pSmkE3qA0Ls,2:06,4 years ago,Amanda Holden discover our festive food | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=75MLR5wVYTA,2:23,4 years ago,Chris' Delicious Lemony Herb Chicken and Root Veg | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=UlyzKzV79xE,0:31,4 years ago,This is M&S Christmas Food | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=vqsHF0xvsPI,0:34,4 years ago,A taste of Fred Sirieix... and our Les Closiers Châteauneuf Du Pape | Wine of the Month | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=U0-FJVw_V1U,2:38,4 years ago,"Chris' Garlicky Squash, Mushroom and Leek Pie | Feed Your Family | M&S FOOD",103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=PamcpHIqlcU,2:10,4 years ago,Chris' Loaded Turkey Chilli Wedges | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=D_a4bpW4PLY,0:31,4 years ago,This is M&S Christmas Food | Jeremy Irons | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=BKFjz7vz0_Q,3:41,4 years ago,Amanda Holden at home trying M&S Christmas food | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=ii2Z9OGVskA,3:21,4 years ago,Tom Daley taste-tests M&S Christmas food! | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=CcTLzy6PQws,2:40,4 years ago,Andi Peters’ November Favourites | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=5t_qHaKTFTQ,3:10,4 years ago,Emma Willis tries M&S Christmas food  | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=85fn5hm9nvE,2:05,4 years ago,Paddy McGuinness' November Favourites | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=3IizGQq626U,2:02,4 years ago,Chris' Sticky Hoisin Chicken | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=_O1ewe-2utI,0:31,4 years ago,This is M&S Christmas Food | Julie Walters | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=8pxm9ewDxEQ,2:13,4 years ago,Chris' Crunchy Creamy Garlic Prawn Pasta | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=m0ZxuiT_33I,0:15,4 years ago,M&S | Knitwear. It's On.,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=iQO9hKv1pSE,0:31,4 years ago,A taste of Fred Sirieix... and our Classics Cabernet Sauvignon | Wine of the Month | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=mguOkH40CMw,0:30,4 years ago,This is M&S Christmas Food | Naomie Harris | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=skyfig_d9zE,0:16,4 years ago,Book & Shop to reserve a slot to shop in store | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=UjHc63tVjxM,0:16,4 years ago,Book & Shop to reserve a slot to shop in store | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=eMSfxo1KfRk,0:07,4 years ago,Book & Shop to reserve a slot to shop in store | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=4X6i5UFYexQ,2:40,4 years ago,"Chris' Saucy Sausage, Beans and Mega Creamy Mash | Feed Your Family | M&S FOOD",103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=fZ_Cisv9bPg,1:00,4 years ago,This is M&S Christmas Food | Olivia Colman | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=sd64wW-P-hI,2:01,4 years ago,M&S | Shop With Confidence,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=5oxZeZ7CY4E,3:59,4 years ago,Tom Daley's October Favourites | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=K11hcgxUhaw,0:53,4 years ago,Chris' 3 Ways With Our Next Level-Tasty 'Nduja Paste  | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=cco6rhMB4xU,2:40,4 years ago,Chris' Super-Creamy Paprika Pork | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=4Z0jPiTW7to,2:53,4 years ago,Emma Willis' October Favourites | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=42cMg07aluw,2:29,4 years ago,Paddy McGuinness' October Favourites | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=mmyX1RgqcIk,2:54,4 years ago,Amanda Holden's October Favourites | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=lvjU0w4i9rc,2:35,4 years ago,Chris' Ultimate Cottage Pie | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=M8VaGg-jwHw,3:01,4 years ago,Chris' Cheeky Chicken Chilli Tacos | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=tDT-aRq4Vn4,2:09,4 years ago,Chris' Speedy Potato and Cauli Curry | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=3Is1d6Zheys,1:30,4 years ago,Chris' Ultimate Italian Chicken Traybake | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=G6ApEVy5k4k,3:24,4 years ago,Tom Daley's September Favourites | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=G0-9D_Wpljc,2:19,4 years ago,Chris' DEE-LICIOUS Pan-fried Trout | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=iEwy-IHk5-M,0:33,4 years ago,A taste of Fred Sirieix... and our Pinot Grigio | Wine of the Month | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=2fnITwnI_8I,2:28,4 years ago,Chris' Hearty Veggie Risotto | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=JGqkrpmagUg,2:59,4 years ago,Chris' Smoky Tomato and Salami Linguine | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=RyOI7OMOT9c,0:31,4 years ago,A taste of Fred Sirieix... and our Gavi | Wine of the Month | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=W3mJvAi8sKk,0:31,4 years ago,M&S Food sponsors Britain's Got Talent - Autumn 2020 idents reel 3 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=N5hmFbEJ9hc,2:04,4 years ago,Chris' All-In-One Midweek Roast Chicken Traybake | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=ChkajWZ-crI,0:48,4 years ago,M&S Food sponsors Britain's Got Talent - Autumn 2020 idents reel 2 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=33ggbzwSjFQ,2:27,4 years ago,Chris' Cheesy Melting Middle Meatballs | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=3EOflDEn-n0,2:20,4 years ago,Chris' One-Pan Veggie Hash | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=LTeh09MFJ9U,1:22,4 years ago,M&S Food sponsors Britain's Got Talent - Autumn 2020 idents reel 1 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=3muFxVMSjcA,2:15,4 years ago,"Chris' Easy Peasy British Bacon, Pea and Cheddar Spaghetti | Feed Your Family | M&S FOOD",103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=5-mAg8ujl_Y,2:28,4 years ago,Chris' Sticky Soy Salmon Stir-Fry | Feed Your Family | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=1Kj7AGKRbsE,2:25,4 years ago,Chris' Cajun chicken and bacon Caesar salad | Cook With... M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=mCaYkURvXiM,0:55,4 years ago,Chris' Baked Barbecue Cod | Cook With... M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=xhmhgrIpL90,0:50,4 years ago,Chris' Veggie Fried Rice | Cook With... M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=SgX6103La6E,0:56,4 years ago,Chris' Spicy BBQ Pork Burgers | Cook With... M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=kK1FE6ZYma0,1:22,4 years ago,Chris' Mediterranean Chicken Traybake | Cook With... M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=8tXanpVWcww,0:41,4 years ago,Chris' Homemade S'mores | Cook With... M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=Cz4k4SQF2B4,1:35,4 years ago,Chris' Italian Meatball and Mozzarella Pasta Bake | Cook With... M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=2uFOxRKMmHI,1:32,4 years ago,Chris' Pitta Pizzas | Cook With... M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=0txjVO41URY,1:43,4 years ago,Chris' Pan-Fried Pork Chops | Cook With... M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=7-wfgOcYS9w,0:59,4 years ago,M&S | Sparks... but not as you know it,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=_ATrL0cyWGI,1:00,4 years ago,M&S | Remember your Sparks card?,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=aaNbX734N34,1:00,4 years ago,"M&S | If you're not a Sparks customer, you could be missing out",103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=uJfjqOuPd44,3:09,4 years ago,Classics wine tasting part deux with Fred Sirieix (and an unexpected reaction...) | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=aGUBd24613g,4:13,4 years ago,Paddy McGuinness chooses his #MyMarksFave | What's New this Summer | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=s2kSgP0eiYE,5:38,4 years ago,Amanda Holden chooses her #MyMarksFave | What's New this Summer | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=evameONM_QM,5:27,4 years ago,Rochelle Humes chooses her #MyMarksFave | What's New this Summer | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=lriiOBk1hTk,4:25,4 years ago,Emma Willis chooses her #MyMarksFave | What's New this Summer | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=RBT3miS0nC4,5:28,4 years ago,A taste of Fred Sirieix... and our Classics wine range | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=khrp8DXE4v0,0:11,5 years ago,M&S Food & Britain's Got Talent |  Flavour Beef Burger,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=auwez0CwJE8,1:48,5 years ago,Chris' Tandoori Chicken | Cook With... M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=mz51AVZ9WMo,1:01,5 years ago,Britain's Got Talent #MyMarksFave | Sandwich Week,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
